"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
1524,"austin","Incredible Greenshores oasis located on a quiet interior street. Generous layout, soaring ceilings and natural light abounds. Large, well appointed chef's kitchen. Entertain and relax out by the pool with beautiful Emma Long Park as your backyard neighbor! Plenty of room to roam around and make the backyard your ultimate retreat! Firepit is already set! Lake Access w/HOA.","Single Family",30.3446807861328,-97.8217620849609,0,TRUE,2007,0,26571.6,7,16,4,5
1525,"austin","9426 Spring Hollow Dr, Austin, TX 78750 is a single family home that contains 2,254 sq ft and was built in 1972. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.4380283355713,-97.7975463867188,2,FALSE,1972,0,19166.4,8.66666666666667,16,3,3
1526,"austin","Stunning Home backing to the awesome Lake at Wells Branch greenbelt. A very short walk to the Lake, play with the Ducks, sit by the water, go for a walk or begin a run or bike ride all from your back yard featuring a covered patio made for entertaining with extended deck. NO CARPET! Updates include flooring, countertops, stainless appliances, upgraded cabinets, lighting & faucets. Open kitchen to living room floor plan. Acclaimed Round Rock ISD, close to Dell, Apple, the Domain & Light Rail station.","Multiple Occupancy",30.4529037475586,-97.6809234619141,0,FALSE,1997,1,9583,5.66666666666667,14,2,3
1527,"austin","Location, location, location! Just minutes from the Domain and the Great Hills Country Club. This home has been fully remodeled from top to bottom. Features include an open concept floor plan full of natural light, a large master bath with soaking tub, and a home office/bonus room.Restrictions: Yes","Single Family",30.4196624755859,-97.7657165527344,2,FALSE,1979,1,8755,8.33333333333333,16,2,3
1528,"austin","You won't find another home this well cared for in North Austin! Meticulously maintained, this beautiful one-story home features 3 beds, 2 baths, 2 living areas, 1 dining, 1 gameroom, and a 2-car garage with an additional storage room built in! PLUS, don't forget about the 10' x 14' Tuff Shed located in the back yard to store your lawn equipment and tools. The home sits on 1/4 of an acre on a quiet tree-lined street in North Oaks. Features include double-pane windows, solar screens, blown insulation, custom cabinets, full landscaping, garden beds, indoor laundry room, Liftmaster garage door opener, new garage door tension springs, and more. Contact agent for full list.","Single Family",30.3817558288574,-97.6672058105469,0,FALSE,1965,0,10890,5,15,2,3
1529,"austin","Bright & open 4 bed/3 bath modern farmhouse has been completely renovated! Sprinkler system & modern screening being added to front yard. Custom iron & wood staircase. Bamboo flooring in living & kitchen. Living & dining areas flow into large backyard with brand new stained cedar pergola. New HVAC/ductwork, roof, plumbing & more! Custom tile work & designer lighting throughout. Kitchen upgrades include quartz counters, custom floating shelves, ss appliances. Great central location, minutes to downtown.","Single Family",30.3034915924072,-97.6848297119141,0,FALSE,1963,0,7405,5,15,3,4
1530,"austin","Fresh new look! Newly updated kitchen with granite countertops and under-mount sink, glass subway tile backsplash and porcelain floor tiles. Open living and dining space with windows. Bow windows in breakfast room. Remodeled bathrooms with new porcelain tiles and new vanity. House interior freshly painted along with the exterior. Smart thermostat and outside lights. New water heater. New grass sod. Pear tree and lime tree. Great location to major access roads and convenient roads into downtown.","Single Family",30.1827087402344,-97.8105545043945,2,FALSE,1995,1,5749,3.33333333333333,14,2,3
1531,"austin","1507 Casa Dr, Austin, TX 78745 is a single family home that contains 1,584 sq ft and was built in 2015. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.2100830078125,-97.794319152832,2,FALSE,2015,0,7840,4,14,3,3
1532,"austin","6208 Turkey Holw, Austin, TX 78750 is a single family home that contains 2,488 sq ft and was built in 1981. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3749504089356,-97.7878341674805,2,FALSE,1981,1,7013,7,17,2,3
1533,"austin","10602 Lockerbie Dr, Austin, TX 78750 is a single family home that contains 3,262 sq ft and was built in 1988. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4341678619385,-97.8111877441406,2,FALSE,1988,0,27007.2,8.66666666666667,16,3,4
1534,"austin","This charming 1 story 3 bed and 2 bath fully remodeled home is equipped with gorgeous new wood flooring in the main living areas, new carpeting in bedrooms, new tile in bathrooms and a statement stone wrapped fireplace with a marble bottom finish. The fully remodeled master bath has a single walk-in closet, new granite double vanity countertops, private toilet, walk in glass surround shower and a garden jet tub fully surrounded with marbled tile.","Single Family",30.148868560791,-97.8077087402344,0,FALSE,2001,0,6490,3.66666666666667,15,2,3
1535,"austin","7707 Stephany Taylor Dr, Austin, TX 78745 is a single family home that contains 2,468 sq ft and was built in 2008. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1886024475098,-97.7993316650391,2,FALSE,2008,1,5967,3.33333333333333,14,3,4
1536,"austin","Nicely updated home w/ open, spacious floorplan on quiet street in highly desirable Shoalwood. Hardwood floors & wood windows. Formal living, office/3rd bedroom. Kitchen w/ granite counters & breakfast bar opens to large family room w/ built-in shelves & fireplace for great entertaining space. Updated baths: master w/ walk-in travertine shower, granite double vanity; guest w/ marble tile & vanity. 1/4 acre lot w/ covered back porch & deck. New front landscaping w/ seasonal color. Walk to Burnet favorites!","Single Family",30.3342666625977,-97.7456893920898,0,FALSE,1950,0,10890,6.66666666666667,16,2,2
1537,"austin","Nestled in Travis Heights,this immaculate property is teaming w/finesse & functionality. Orig constructed in 1950s, the home has now undergone a complete remodel incl restoration of orig hardwood floors & installation of energy-efficient windows. Stainless Bosch appl,LG gas range & sleek cabinets/drawers. Screened porch for added indoor/outdoor living, eco-friendly Ipe deck & pool complete w/UV pool system. All the luxuries of a modern home & an emphasis on flexible outdoor spaces in the heart of 78704!","Single Family",30.2393054962158,-97.7418594360352,0,FALSE,1951,3,6926,4.33333333333333,14,2,3
1538,"austin","Extensively remodeled home in South Austin. Updated Kitchen, Baths, AC, Roof, Attic Insulation, Windows, Custom Master Closet, Garage Door, Deck, Gutters and so much more! Open floor plan with large living and dining area that leads onto large deck for outdoor entertaining. Two car garage and indoor laundry area. Spacious master suite with en suite bath. Custom master closet offers plenty of storage. Wonderful South Austin neighborhood within walking distance to Mary Moore Searight Metro Park and Trails","Single Family",30.1555728912354,-97.8159027099609,2,FALSE,1992,1,5967,3.33333333333333,14,2,3
1539,"austin","Very desirable location for UT students only 5 minutes from campus. Small, quiet condominium community with only 8 units. 1 parking spot included. Sewer, Trash, common insurance paid by HOA. W/D combo in unit.","Condo",30.2870769500732,-97.7480850219727,1,FALSE,1972,0,815,6,16,1,1
1540,"austin","So much to enjoy! Immaculately cared for home that has amazing windows bringing the outside in. Five-bedroom two-story home with one room down - office or bedroom with it's own full bath attached. The home is located on an oversized lot with towering trees, privacy and a backyard oasis that includes a pool and an amazing covered porch.  This home was made for entertaining with all the space or a quiet get-a-way where you can enjoy nature.  Castlewood Forest is a top prized neighborhood due to all the homes are custom and the sky is the limit in regard to value with your improvements. So much to enjoy! Located near all the conveniences you could want or need. Hurry - or you will miss the incredible opportunity!  This is one of the largest homes in the neighborhood and ready for you to make your memories!","Single Family",30.1800003051758,-97.8287506103516,0,FALSE,1976,0,15246,5.66666666666667,16,3,5
1541,"austin","Wow - this one shines! Great one story 3-side brick with a true mother-in-law floorplan. Optional study, childrens' play area, extra living, or formal dining area. Kitchen is open to the family room, has expansive granite counters & plenty of cabinet space. Spacious master suite features double vanities, separate tub & shower, tile floors & a walk-in closet. Neutral colors throughout. Family living with fireplace. Solar-powered attic fan. All-cedar screened-in patio, updated sprinkler system and A/C controls and ceiling fans everywhere. Lots more - a true must see!","Single Family",30.3961029052734,-97.648796081543,2,FALSE,2000,0,7187,3,14,2,3
1542,"austin","10714 Winchelsea Dr, Austin, TX 78750 is a single family home that contains 4,368 sq ft and was built in 2001. It contains 5 bedrooms and 4 bathrooms. 
 
","Single Family",30.438777923584,-97.8130722045898,0,FALSE,2001,0,120661.2,8.66666666666667,16,4,5
1543,"austin","Cute and Cozy home located in south Austin and close to major highways for easy access to downtown Austin and the airport. Enjoy nature off of the back deck that overlooks a heavily treed greenbelt. A great investment opportunity.","Single Family",30.2392978668213,-97.8982772827148,0,FALSE,1983,0,8712,6.66666666666667,17,3,3
1544,"austin","Beautifully-maintained home on huge corner lot featuring vaulted ceiling in living, stone gas/wood-burning fireplace, built-in garage storage, spacious master suite with 3 walk-in closets. New in last 2 years: Moen plumbing fixtures in kitchen and powder room, garbage disposal, exterior paint, A/C unit. Smart home-ready with Google Fiber, Ring 2 Doorbell, Nest thermostat. Big backyard with covered deck for entertaining, storage shed for tools and bikes, and young oak and flowering trees. Ideally situated between downtown and the hill country; near Mopac, Whole Foods, Costco, Target, 2 HEBs, and Violet Crown Hike & Bike Trail.","Single Family",30.2066497802734,-97.8455123901367,0,FALSE,1984,1,9365,4.66666666666667,14,3,3
1545,"austin","3007 E 14th 1/2 St, Austin, TX 78702 is a multi family home that contains 1,608 sq ft and was built in 1950. It contains 4 bedrooms and 2 bathrooms. 
 
The Rent Zestimate for this home is $1,600/mo.","Multiple Occupancy",30.2783298492432,-97.7039794921875,0,FALSE,1950,0,8407,6.66666666666667,15,2,4
1546,"austin","Single story, 2 bdrm + study/bedroom, 2 bath located in the UT Golf Club area of Steiner Ranch. Open floor plan with high ceilings. The gourmet kitchen has granite c-tops, center island, SS appliances, recessed lighting and opens to the family room and breakfast area. Loaded with upgrades and architectural details. Hardwood and travertine flooring. Private backyard has a covered patio and over-sized flagstone terrace with waterfall and pond. Mature trees and landscaping.  Home has a tile roof, cedar garage door, security system and Lake Austin access. 24 hour manned security gate makes for a secure lock and leave property.","Single Family",30.3608303070068,-97.8867797851562,2,FALSE,2005,2,7017,8.33333333333333,17,2,2
1547,"austin","Immaculate and move in ready home with back yard oasis! Beautiful wood flooring, brand new kitchen with custom cabinets, ample storage, marble countertops, SS appliances, gas range, carrera marble back splash and custom island. Eat in Kitchen looks into downstairs living room with wood burning fireplace and wood floors! New exterior paint, new hardi board siding on back of house and new roof. Front and backyard are newly landscaped. Front yard with xeriscaped for easy maintenance and curb appeal. 2nd living room up along with 2 secondary bedrooms and large master suite. New HVAC!","Single Family",30.1847362518311,-97.8381195068359,4,TRUE,1998,1,6664,6.66666666666667,16,3,3
1548,"austin","Spacious one story home close to the new Apple Campus!  This beautiful home features a three car garage, mature trees, front and back porch, hardwood floors, crown molding, ceiling fans, pendant lighting, kitchen island, granite counters, undercabinet lighting, s/s appliances, shiplap accent walls, amazing master suite with custom shower, large closets, huge yard with firepit and outdoor entertainment area, water softener, 4 side masonry and so much more!","Single Family",30.455493927002,-97.7697830200195,0,FALSE,2014,1,12196.8,5.33333333333333,12,2,4
1549,"austin","You'll love this one! This white limestone home is in a quiet subdivision convenient to I-35 and Slaughter Ln. The front porch is inviting and would make a great sitting area. Or, enjoy the covered back porch and deck! Inside you'll find tile and wood floors, an open floor plan, a seating area in the kitchen, a formal dining room, and extra space that could be used as an office or a playroom.  This home won't last long, so call today!","Single Family",30.1601371765137,-97.7815017700195,2,FALSE,2004,0,6141,5.33333333333333,14,2,3
1550,"austin","Beautifully maintained contemporary home with high-end finishes in the heart of East Austin. Large tree-shaded lot with fully fenced backyard. Soothing hues, modern lighting and large windows throughout. Fabulous living room has tray ceiling and beautiful flooring. Kitchen boasts gorgeous SS appliances, bar seating, gas cooking and tons of natural light. Spacious living with private backyard, deck and pergola for entertaining. Minutes from downtown, lake, hike & bike trail and other east Austin favorites.","Single Family",30.2683868408203,-97.6933135986328,2,FALSE,2014,3,9801,3.33333333333333,11,3,3
1551,"austin","Stunning renovation in the heart of West Creek!  This home offers 2 large living areas with tons of natural light.  The kitchen has been upgraded with solid wood cabinets with soft close hardware and the new black stainless steel appliances. The master suite has a large double vanity walk in closet and a beautiful tiled shower!  The back yard featured a HUGE deck that is perfect for entertaining.  Walking distance to Patton Elementary and Small Middle School.  Priced to sell quickly!","Single Family",30.2326812744141,-97.8466262817383,0,FALSE,1980,0,8624,6,17,2,3
1552,"del valle","What a great starter home in up and coming Del Valle area! This 3 bed, 2 bath, single story home is exactly what you're looking for. As you enter you see the office on your right with front facing window bringing in natural light. Living room provides access conveniently to laundry and kitchen. As you stand at the kitchen sink you have a perfect view to the backyard. Master suite is complete with full bath and walk in closet. Nice size backyard with tons of potential for customization! Attached 1 1/2 car garage and full size driveway.","Single Family",30.1680431365967,-97.6264038085938,2,FALSE,2007,0,4791,3.33333333333333,14,2,3
1553,"austin","Cat Mountain with amazing views! Secluded .33 acre lot on 3 sides. Custom kitchen, granite with center island, stainless appliances, maple wood floors, crown molding, large family room, formal dining, plantation shutters, exceptional tile work throughout the house, a downstairs bedroom and full bath, master upstairs with large walk-in closet & balcony. Established oak trees throughout the yard, patio with koi pond & waterfall, wrought iron fence in back. Multiple Offers. Deadline to Submit 2/20 - 5:00pm.","Single Family",30.3446006774902,-97.7789764404297,0,FALSE,1986,0,14374.8,7,16,3,4
1554,"austin","Amazing opportunity for home on 1.859 acres 3.5 miles from Town Lake! Nicely maintained small subdivision. This home sits under a canopy of old trees and once looked over a pretty spring fed pond & manicured landscape.  Having been a rental property for many years, some of the property is now overgrown and some repairs are in order.  Livable as is, but prime for major remodel & perhaps potential for re-subdivision based on recent sales.","Single Family",30.2050552368164,-97.7355651855469,0,FALSE,1953,0,81021.6,3,12,3,4
1555,"austin","This pristine home features a great open concept floor plan with an extra large master on main. Family room exits to covered outdoor patio with exquisite entertaining and gardening spaces. Features a ton of natural light, and boasts upgraded finishes throughout. New carpet in living and bedrooms, very clean, and move in ready! two bedrooms, private full bath, and extra living space upstairs. Walking distance to SouthPark Meadows offering convenient access to shopping, dining, and entertainment!","Single Family",30.1649551391602,-97.7962112426758,0,FALSE,2012,0,5706,3.33333333333333,14,3,3
1556,"austin","7701 Journeyville Dr, Austin, TX 78735 is a single family home that contains 3,572 sq ft and was built in 2007. It contains 5 bedrooms and 3 bathrooms. 
 
","Single Family",30.2469997406006,-97.8767318725586,0,TRUE,2007,1,12196.8,6,17,3,5
1557,"austin","New price!Mid-century modern in coveted Balcones Park on over 1/3 acre lot! Expansive living & dining space w/ wall of windows providing wonderful natural light are an entertainer's dream. Grand foyer & elegant stained glass doors open to classical home theater. Updated kitchen includes stainless appliances, double oven, silestone countertops & large breakfast area. Huge master suite w/ gas fireplace, tons of closet space & luxurious spa-like bath. 2 spacious secondary bedrooms + den opening to large outdoor patio.","Single Family",30.3242435455322,-97.7680206298828,3,FALSE,1956,0,16117.2,7,16,3,3
1558,"austin","6606 Columbia Dr, Austin, TX 78723 is a single family home that contains 1,311 sq ft and was built in 1962. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3171062469482,-97.6838302612305,2,FALSE,1962,2,8276,2.33333333333333,14,2,3
1559,"austin","6816 La Concha Pass, Austin, TX 78749 is a single family home that contains 2,252 sq ft and was built in 1984. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.2289752960205,-97.876953125,2,FALSE,1984,2,11761.2,6,17,3,4
1560,"austin","Extreme Home Makeover Steps from Park! Fresh paint inside & out including doors and trim. Luxury vinyl plank flooring & Tile, no carpet! No popcorn ceilings! LED lighting+fans. Kitchen: Stainless Steel appliances, granite counters, 42"" white cabinets, Under-counter lights, Bay window at Sink, Wine Rack & Breakfast bar. Master Bath: Vaulted Ceilings,Jetted tub, ceramic tile, Czech-style chandelier, 2 vanities, dual flush toilets, barn door entry, Pocket doors to WICloset. Open floorplan. Upstairs Loft/2nd Living opens to the living room. *Covered Porch w/ 2 Fans*Move-in ready. Big shaded yard & backyard access to trail*Pre-Inspected*Centex piered N. side @Kitchen in 2018*Elect/Plumbing Updates Done*Easy access to MoPac & I-35.","Single Family",30.4410209655762,-97.6798934936523,0,FALSE,1985,1,8755,2.66666666666667,14,3,3
1561,"austin","2100 E 14th St #A, Austin, TX 78702 is a single family home that contains 1,736 sq ft and was built in 2015. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.276294708252,-97.7182464599609,1,FALSE,2015,1,7683,6.66666666666667,15,3,3
1562,"austin","This modern and bright home features custom Shaker cabinets, wood floors in all rooms except bedrooms, clean lines and an open concept. High ceilings and a great open gathering kitchen are the heart of the home. 
            Find room for all your storage needs with custom built-ins with excellent storage in the primary closet. The primary bath has a separate soaking tub and walk-in shower. 
            A fully fenced back yard with wood privacy fence and chicken coop will make enjoying the Austin lifestyle easy! 
            Located in highly rated AISD school district and easy access to a major freeway.","Single Family",30.2399635314941,-97.9189300537109,0,FALSE,2015,3,13503.6,7,17,3,3
1563,"austin","Calling investors and handymen! Established neighborhood in East Austin surrounded by Northeast District Park. New roof in March 2014, recent exterior paint, large lot with huge trees, storage shed, 2-car garage. Nice layout, high ceiling in living area, stone fireplace. 4 bedrooms, 2 full baths with split master for privacy. Interior needs some TLC. Minutes to downtown and the airport. Ready for your renovation!","Single Family",30.3062782287598,-97.65380859375,0,FALSE,1977,0,8929,3.66666666666667,14,2,4
1564,"austin","4202 Cumbria Ln, Austin, TX 78727 is a single family home that contains 1,848 sq ft and was built in 1983. It contains 4 bedrooms and 2.5 bathrooms. 
 
","Single Family",30.4213752746582,-97.7212524414062,0,FALSE,1983,0,11325.6,6.66666666666667,15,2.5,4
1565,"austin","2-story, contemporary-style free standing condo boasts many upgrades! Featuring stained concrete downstairs, wood floors on 2nd level, and master suite. Main living spaces are brightly lit with natural light featuring an open floorplan. Kitchen boasts custom cabinetry, stainless steel appliances, lengthy quartz countertops and a stainless steel apron sink. Private backyard with deck and wood fence great for entertaining.","Condo",30.2746486663818,-97.6786804199219,2,FALSE,2018,1,3532,3.66666666666667,14,3,3
1566,"austin","9807 Lake Ridge Dr, Austin, TX 78733 is a single family home that contains 3,226 sq ft and was built in 1979. It contains 4 bedrooms and 4 bathrooms. 
 
","Single Family",30.3313694000244,-97.8720169067383,0,FALSE,1979,0,56628,8,14,4,4
1567,"austin","This spacious home in Grand Oaks Subdivision boasts high ceilings, three living areas, two dining areas, two walk-in closets in the master bedroom and an oversized covered back patio and open deck. The lot backs to a retention pond with great bird watching. This is DR Horton's Cornerstone Plan and you will love it! All bedrooms are located on the second floor as well as the utility room. There is a wonderful multi-purpose loft area that separates the master bedroom from the rest of the bedrooms. The home is located on a quiet street and backs to a retention pond. Sit on the back patio and enjoy the wildlife that passes through. The Grand Oaks community offers great neighbors, a walking trail, park and basketball court for your outdoor entertainment. Hurry over for an opportunity to live in this fabulous neighborhood!","Single Family",30.1901607513428,-97.8167419433594,0,FALSE,2004,2,4500,4,13,2.5,3
1568,"austin","Possible Owner Finance-Not A Wrap-Golfing community,upscale features,European imported granite,mahogany floors, travertine tile in baths,beautiful built in Aspenwood cabinets throughout including special office room.Attached 2 car garage plus a golf cart garage owned by each unit.Vaulted crown molded over 20 ft high ceilings,spa bath w Jacuzzi, Huge shower. Owner added $7,000 premium Plantation shutters,spacious end unit #4 with total privacy,no noise.Natural stone fireplace in completely open kitchen, dining& living room+patio","Condo",30.4447765350342,-97.7900161743164,2,FALSE,2008,0,8363,8.66666666666667,16,2,2
1569,"austin","Beautifully maintained 4 bedroom home in desirable Legend Oaks*Open kitchen with quartz counters, 42"" wood cabinets, breakfast bar & stainless steel dishwasher*Large walk-in pantry*High ceilings*Corner fireplace*Recent exterior paint (2018)*Spacious master suite & sizable secondary bedrooms*Nicely landscaped backyard with extended patio & great privacy*Storage building*Fantastic amenities incl. community pool & playground*Great Southwest location; minutes from shopping/dining & easy access to Mopac/290","Single Family",30.2205181121826,-97.8747787475586,2,FALSE,1993,1,5967,8,17,3,4
1570,"austin","What a steal! Look no further! Recent vynl wood flooring installed thru-out and interior painting including cabinets. Open and Airy w high ceilings Downstairs office/study/bedroom.3 Full bathrooms! No Carpet! Recent installed Bosch built-in oven. Formal dining, 2 living areas,fireplace with builtin bookshelves.Nicesize bkyrd.Great location easy access Parmer/620/45Toll/Lakeline/Commuter Rail/shopping/restaurants.<1mi Exemplary schools and neighborhood amenities ie park, playgrnd, community pool etc.Restrictions: Yes  Sprinkler Sys:Yes","Single Family",30.4925994873047,-97.7720947265625,2,FALSE,1996,1,7710,8,16,3,4
1571,"austin","Popular 78745 single-story home, 3 beds/1.5 baths with fresh updates, Fresh paint on interior & exterior, Recently built back deck w/ updated sliding back door, large oversized yard, Kitchen refresh with tile counters, faucet & new drop-in sink, Updated vanities in bathrooms, 1-car garage with extra space for storage, Great South Central location close to shopping & numerous hotspots! Move-in-ready, easy to show!","Single Family",30.1865005493164,-97.7870788574219,0,FALSE,1973,0,7143,3.33333333333333,13,2,3
1572,"austin","3514 Hillbrook Dr, Austin, TX 78731 is a single family home that contains 1,599 sq ft and was built in 1969. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3461875915527,-97.7593841552734,0,FALSE,1969,0,11325.6,7,16,2,3
1573,"austin","DRASTIC REDUCTION on this lovely 3 bedroom townhome in the Summer Wood community. This home is priced to see and is priced accordingly. This is a quiet, small neighborhood in Northwest Hills with towering trees and close to all shopping and city conveniences. Tile floors downstairs, almost new carpet upstairs. The master bedroom and guest bedroom are on the main level as well as both full baths, the 3rd bedroom and loft are upstairs. No popcorn ceilings here. :-) This townhome is located in a very sought after established area in Austin near Steck Avenue and properties in this area rarely come up for sale. Low HOA of only $200 per month. This is a really nice property and its ready for your personal touches.","Townhouse",30.3732872009277,-97.7461547851562,0,FALSE,1976,0,3441,7,17,2,3
1574,"austin","Cozy 2 bedroom home in the Copperfield community. Spacious living room with high ceilings, wood floors and great natural light.  Fresh paint.  Huge fenced yard with no neighbors behind.  Backs up to Copperfield park.","Single Family",30.387622833252,-97.6551666259766,1,FALSE,1982,0,6569,3.66666666666667,13,1,2
1575,"austin","10312 Hansa Cv, Austin, TX 78739 is a single family home that contains 2,725 sq ft and was built in 2003. It contains 5 bedrooms and 3 bathrooms. 
 
","Single Family",30.1982727050781,-97.8974151611328,0,FALSE,2003,0,8755,8.66666666666667,18,3,5
1576,"austin","Enjoy the convenience of living in this sophisticated single level-ground floor end unit at The Lyric a small community of 12 homes located in the 78704 Zilker neighborhood. Modern custom interior finishes include 5"" wide Black Walnut flooring, Quartz countertops, Bertazzoni gas range. Private maintenance-free backyard and bonus side yard! Dining and entertaining all located in the neighborhood with downtown being less than 2 miles away.","Condo",30.2527027130127,-97.7665481567383,2,FALSE,2012,1,2060,6.66666666666667,16,2,2
1577,"austin","Located on a 1+/- acre lot in a quiet neighborhood with the incredible yard & pool you always wanted, this home also boasts extensive updates throughout including: flooring throughout, baseboards, paint, lights, fans, appliances & disposal, shower, bath & sink fixtures, & remodeled master & guest bath, plumbing, plumbing fixtures. In other words, Move-in Ready! You will also enjoy the streaming natural light from the skylight in the open remodeled kitchen.  The tax rate is an incredibly low 1.802%.","Single Family",30.161096572876,-97.8668060302734,2,FALSE,1993,2,43560,7.33333333333333,17,2,4
1578,"austin","TRAVIS HEIGHTS special property. One of the only properties in all of TH w/ private mechanically controlled gated 2-car garage (fit 2 more cars inside gate out of garage). Downtown views from upper level. Use bottom floor room as bedroom, gameroom, studio, gym, etc. Tons of updates: Custom steel railings inside & out, custom steel designed retaining wall for flat fenced front yard, 12"" Oak perlino hardwoods, epay wood on all decks. Almost too much to list. Truly a rare find in sought after Travis Heights! Sprinkler Sys:Yes","Single Family",30.2484512329102,-97.7376480102539,4,TRUE,2004,1,4660,4.33333333333333,14,4,4
1579,"austin","Quality David Weekley build in picturesque Scofield Farms- near IBM, Apple, Dell, & The Domain. Towering oak trees, professional landscaping, extended covered patio. All sides brick. Durable wood-look tile floors, granite, stainless steel, gas fireplace, tons of natural light! Impressive master suite with French doors, huge closet, double vanity, garden tub and separate shower. Garage boasts a bump-out extra storage space. Fence and carpet both done in 2018. Ceiling fans throughout. Back yard features low-maintenance, environmentally-friendly stones but does have capped sprinkler system below if desired. Crown molding and vaulted ceilings. Pre-inspected and ready- truly a special find!","Single Family",30.415901184082,-97.6856231689453,2,TRUE,1995,2,6359,4.33333333333333,13,2,4
1580,"austin","The view is AMAZING at this fabulous lock & leave home in North Cat Mountain. Tremendous windows afford long Hill Country views from every angle. Floorplan is an entertainer's dream w/wet bar and light-filled dining & living areas. Owner designed, custom kitchen w/ custom cabinets, hidden step ladder, appliance hideaway, double ovens, pot filler & sunny breakfast area. Disability features include wide doors, electric chair & hand rails. One story w/ stair lift in garage. 2017 Solar panels-bills range from below $0-$110 monthly.","Single Family",30.3635559082031,-97.7787780761719,2,FALSE,1984,0,8054,7,16,2,2
1581,"austin","Stunning 3 bed, 3 bath home w lovely stone columns & cozy front porch. Beautifully updated w easy care flooring & neutral palette. Kitchen features quartz counters, glass tile backsplash, SS appl, island & ample cabinetry for storage & prep. Spacious Master up w en-suite features solid surface counters, dual sinks, soaking tub & walk-in shower. Enjoy the outdoors on the private wooden deck with built-in bench accessed from the living area.","Single Family",30.2364768981934,-97.7722778320312,2,FALSE,2009,0,3615,3.66666666666667,12,3,3
1582,"austin","Do not Disturb the Tenant, they will be gone April 1st 2017
Distinctive, beautifully maintained & updated 1 story in Westhill Estates. Walking distance to top rated schools, trails & parks, & jogging/walking biking friendly. Gorgeous towering Oak trees. All rooms spacious some w/vaulted ceilings, tons of natural light. Carpet free. Large back patio includes deck w/Morgan spa. 30 x 40, 1200 sf detached garage/work shop w/14 ft ceilings & overhead door. Plenty of parking. No city taxes, and yes, a home warranty and the washer and dryer convey.","Single Family",30.4243469238281,-97.7794189453125,6,TRUE,1975,0,18295.2,9,16,2,4
1583,"austin","2000 Westfalian Trl APT 3, Austin, TX 78732 is a single family home that contains 2,039 sq ft and was built in 2004. It contains 4 bedrooms and 2 bathrooms. 
 
","Single Family",30.3608703613281,-97.9028167724609,0,FALSE,2004,0,10367,8.66666666666667,17,2,4
1584,"austin","In the Villages of Shady Hollow, this 1 story home is offers consistent flooring throughout the home, high ceilings, and open concept living space. Kitchen is open to the family room with a breakfast bar, gas range and refrigerator. Family room is open and flanked by windows on two sides letting in plenty of natural light with a fireplace center piece. Master bathroom has an ensuite bath with double vanities, separate shower, garden tub, water closet and walk in closet. Back yard is fenced in with a deck and plenty of green space.","Single Family",30.1512222290039,-97.8556823730469,0,FALSE,1996,0,8102,7.33333333333333,17,2,3
1585,"austin","""Majestic Trees on a Wide 0.34 Acre Lot, Large Cedar Deck (Partially Covered)""     You will love this floorplan because of its majestic entry, central kitchen and two large living spaces.  The elegant wood floored foyer with high ceilings runs along a formal dining room to a large formal living room. The central kitchen is ideally open to a secluded family room and breakfast area and has a sky light, granite counters, stainless appliances, a built-in double-oven, cook-top stove, tile backsplash, and microwave.  The family room has a full-hearth fireplace and a wall of windows that provide a great view of the breathtaking rear yard.  The master suite is spacious and the luxurious master bath has dual vanities, garden tub and a separate shower. The shaded yard has paver walkways, a shed, lush landscaping and a beautiful cedar wood deck. This home sits on one of the widest, most peaceful and secluded yards in the neighborhood.  Additional Features Include: side entry garage, water softener (2018), full sprinkler system, partially floored attic, abundant storage, the roof was replaced in 2009.","Single Family",30.4961757659912,-97.7440414428711,2,FALSE,1992,0,14810.4,7.66666666666667,16,3,4
1586,"austin","11801 Oak Branch Dr, Austin, TX 78737 is a single family home that contains 3,306 sq ft and was built in 1985. It contains 4 bedrooms and 4 bathrooms. 
 
","Single Family",30.2181701660156,-97.9818420410156,0,FALSE,1985,0,122839.2,6.66666666666667,16,4,4
1587,"austin","Traditional-Craftsman home located in the desirable Circle C neighborhood of Vintage Place. Majestic Mature Trees blanket the yard and offer much-needed shade in the Texas sun. The Kitchen has over-sized cabinets, stainless-steel appliances, granite countertops, gas cooktop, and a center island which is all open to the living room. Master bath has a large garden tub, separate shower, and double vanity. Home has a 500 Gallon rainwater collection system and solar panels.","Single Family",30.2047672271729,-97.883674621582,2,FALSE,2006,1,8145,9,18,4,5
